Content ID,TypeContent,Category,TypeReaction,Datetime,Type,Score
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,10/18/20 12:49,disgust,0
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,GIF,fitness,disgust,2/8/21 3:28,disgust,0
f332d362-dc48-46c2-a64b-641157c0987e,GIF,soccer,disgust,2/15/21 20:35,disgust,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,disgust,6/9/21 9:41,disgust,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,disgust,12/26/20 6:13,disgust,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,disgust,6/15/21 17:31,disgust,0
9b3a6d30-48e8-476c-82be-9031524bd04d,video,food,disgust,11/21/20 3:14,disgust,0
9b3a6d30-48e8-476c-82be-9031524bd04d,video,food,disgust,1/1/21 11:23,disgust,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,tennis,disgust,4/10/21 9:41,disgust,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,tennis,disgust,12/14/20 12:53,disgust,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,tennis,disgust,10/6/20 10:20,disgust,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,tennis,disgust,8/27/20 15:08,disgust,0
baa2db00-81ba-4c34-b17d-dd950bfa133b,GIF,soccer,disgust,9/13/20 8:14,disgust,0
baa2db00-81ba-4c34-b17d-dd950bfa133b,GIF,soccer,disgust,8/19/20 3:04,disgust,0
baa2db00-81ba-4c34-b17d-dd950bfa133b,GIF,soccer,disgust,3/9/21 21:30,disgust,0
f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,disgust,12/12/20 23:02,disgust,0
f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,disgust,3/30/21 23:01,disgust,0
f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,disgust,10/22/20 3:40,disgust,0
388bd9db-9d10-4f47-87c4-6db46e83bc95,video,education,disgust,3/31/21 0:16,disgust,0
78d0075f-895c-4a15-a35c-a921e2bb2cea,photo,studying,disgust,12/7/20 0:39,disgust,0
78d0075f-895c-4a15-a35c-a921e2bb2cea,photo,studying,disgust,4/7/21 22:07,disgust,0
78d0075f-895c-4a15-a35c-a921e2bb2cea,photo,studying,disgust,7/6/20 19:29,disgust,0
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,photo,travel,disgust,9/11/20 20:55,disgust,0
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,photo,travel,disgust,7/26/20 11:28,disgust,0
809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,audio,dogs,disgust,5/11/21 3:04,disgust,0
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,disgust,4/28/21 7:00,disgust,0
34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,disgust,8/5/20 15:37,disgust,0
2920dccb-e06f-49fc-8049-b6d4164dfe84,GIF,veganism,disgust,7/21/20 9:23,disgust,0
2920dccb-e06f-49fc-8049-b6d4164dfe84,GIF,veganism,disgust,6/21/20 14:10,disgust,0
f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,disgust,3/8/21 2:51,disgust,0
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,video,food,disgust,2/21/21 8:37,disgust,0
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,video,food,disgust,12/4/20 13:10,disgust,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,12/22/20 19:44,disgust,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,7/8/20 10:18,disgust,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,10/22/20 15:01,disgust,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,1/17/21 23:43,disgust,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,6/23/20 11:28,disgust,0
eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,disgust,10/10/20 23:55,disgust,0
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,disgust,8/1/20 8:00,disgust,0
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,disgust,10/6/20 11:27,disgust,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,6/30/20 23:11,disgust,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,1/16/21 1:40,disgust,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,5/21/21 14:58,disgust,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,10/1/20 7:34,disgust,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,7/7/20 12:17,disgust,0
4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,disgust,9/8/20 15:30,disgust,0
ab4c4756-1c50-4136-bad9-3216e01ffac2,audio,fitness,disgust,4/24/21 11:52,disgust,0
ab4c4756-1c50-4136-bad9-3216e01ffac2,audio,fitness,disgust,3/18/21 22:16,disgust,0
4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,disgust,7/5/20 20:02,disgust,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,11/12/20 19:22,disgust,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,9/21/20 8:22,disgust,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,4/18/21 13:09,disgust,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,1/27/21 15:57,disgust,0
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,photo,veganism,disgust,12/6/20 6:14,disgust,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,disgust,6/26/20 16:08,disgust,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,disgust,5/18/21 9:59,disgust,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,disgust,2/22/21 18:10,disgust,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,GIF,healthy eating,disgust,9/1/20 6:27,disgust,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,GIF,healthy eating,disgust,10/27/20 14:22,disgust,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,GIF,healthy eating,disgust,3/25/21 11:15,disgust,0
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,GIF,studying,disgust,2/7/21 18:56,disgust,0
14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,disgust,2/24/21 3:44,disgust,0
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,11/24/20 19:10,disgust,0
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,1/22/21 16:02,disgust,0
c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,3/28/21 13:07,disgust,0
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,9/3/20 10:59,disgust,0
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,11/10/20 7:27,disgust,0
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,1/25/21 0:52,disgust,0
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,6/26/20 18:09,disgust,0
50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,1/20/21 19:32,disgust,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,10/24/20 10:08,disgust,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,8/7/20 9:07,disgust,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,1/16/21 5:51,disgust,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,9/21/20 9:10,disgust,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,2/4/21 7:27,disgust,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,5/26/21 13:22,disgust,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,disgust,12/20/20 1:10,disgust,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,disgust,6/3/21 2:16,disgust,0
82145a60-013e-4d96-81a5-399af8618158,audio,food,disgust,2/3/21 23:56,disgust,0
82145a60-013e-4d96-81a5-399af8618158,audio,food,disgust,7/22/20 21:59,disgust,0
d852b946-01e1-44fe-abd7-26198660cbdb,GIF,food,disgust,9/10/20 10:21,disgust,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,GIF,healthy eating,disgust,2/8/21 5:08,disgust,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,GIF,healthy eating,disgust,4/23/21 3:13,disgust,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,disgust,7/15/20 19:23,disgust,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,disgust,2/12/21 16:04,disgust,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,disgust,6/25/20 5:15,disgust,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,disgust,5/17/21 13:47,disgust,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,disgust,4/29/21 18:04,disgust,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,disgust,12/15/20 3:05,disgust,0
026973ef-4b73-4901-9160-bc9e04516057,audio,culture,disgust,12/27/20 23:36,disgust,0
026973ef-4b73-4901-9160-bc9e04516057,audio,culture,disgust,10/20/20 13:31,disgust,0
f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,disgust,3/25/21 19:36,disgust,0
258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,disgust,11/26/20 14:04,disgust,0
258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,disgust,6/7/21 4:28,disgust,0
8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,12/3/20 11:30,disgust,0
8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,4/13/21 7:30,disgust,0
8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,6/24/20 6:45,disgust,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,1/24/21 20:52,disgust,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,11/25/20 19:43,disgust,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,1/26/21 15:54,disgust,0
409aa11d-5af3-4a70-9da1-482857f5835e,GIF,fitness,disgust,3/10/21 19:24,disgust,0
409aa11d-5af3-4a70-9da1-482857f5835e,GIF,fitness,disgust,6/16/21 16:12,disgust,0
409aa11d-5af3-4a70-9da1-482857f5835e,GIF,fitness,disgust,1/29/21 9:21,disgust,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,disgust,12/26/20 9:23,disgust,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,disgust,4/2/21 21:00,disgust,0
9ef39aa2-60f9-4e4b-b666-c6cb97015503,GIF,travel,disgust,1/16/21 7:00,disgust,0
841403fd-321b-4118-90b3-cc0075d64047,GIF,studying,disgust,9/27/20 6:26,disgust,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,video,culture,disgust,3/11/21 8:12,disgust,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,video,culture,disgust,6/23/20 18:41,disgust,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,12/29/20 8:39,disgust,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,4/27/21 0:46,disgust,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,11/20/20 10:39,disgust,0
0491183b-be25-4108-b667-8c30d3cdbf50,audio,veganism,disgust,7/11/20 18:45,disgust,0
359b93ea-446f-4202-8801-db238de5de4d,photo,food,disgust,2/26/21 19:38,disgust,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,video,healthy eating,disgust,6/9/21 6:01,disgust,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,video,healthy eating,disgust,4/8/21 1:19,disgust,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,video,healthy eating,disgust,8/31/20 8:14,disgust,0
86346263-02db-4020-a216-9e54f502f643,GIF,travel,disgust,9/19/20 14:51,disgust,0
86346263-02db-4020-a216-9e54f502f643,GIF,travel,disgust,11/4/20 5:30,disgust,0
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,photo,studying,disgust,9/28/20 14:41,disgust,0
9d94f180-947c-40f5-aa05-f1958759b7fc,video,science,disgust,3/13/21 14:46,disgust,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,disgust,5/6/21 4:52,disgust,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,disgust,3/18/21 15:44,disgust,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,GIF,culture,disgust,10/31/20 11:07,disgust,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,GIF,culture,disgust,2/26/21 18:46,disgust,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,GIF,culture,disgust,1/22/21 3:45,disgust,0
fada6910-2cc5-4600-808c-1e6066f795a6,GIF,technology,disgust,8/26/20 19:01,disgust,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,disgust,2/27/21 7:03,disgust,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,disgust,6/27/20 14:11,disgust,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,GIF,science,disgust,11/10/20 1:05,disgust,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,GIF,science,disgust,7/7/20 20:10,disgust,0
c2d6e707-f00e-4fa4-a193-eb36272f58df,GIF,veganism,disgust,4/15/21 19:16,disgust,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,disgust,1/3/21 6:27,disgust,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,disgust,4/20/21 15:01,disgust,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,11/24/20 8:08,disgust,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,12/21/20 19:33,disgust,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,5/4/21 17:40,disgust,0
cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,11/4/20 7:49,disgust,0
cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,10/30/20 8:38,disgust,0
cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,11/11/20 23:23,disgust,0
cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,2/15/21 11:09,disgust,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,4/12/21 10:58,disgust,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,1/1/21 15:36,disgust,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,12/13/20 17:23,disgust,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,11/13/20 10:06,disgust,0
ef99fd68-74fb-4c72-bc70-742ebca14499,video,soccer,disgust,5/25/21 23:39,disgust,0
d147ab3c-4097-4eec-b4dc-480e4ece801b,audio,culture,disgust,5/25/21 7:18,disgust,0
62681a6c-fe82-4186-ba7d-0805ae5b95ed,audio,veganism,disgust,2/10/21 16:00,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,10/23/20 11:36,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,4/3/21 22:31,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,12/23/20 13:18,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,4/16/21 10:24,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,7/8/20 21:07,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,11/13/20 15:40,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,9/14/20 10:32,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,10/14/20 23:46,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,11/1/20 8:01,disgust,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,5/20/21 0:01,disgust,0
65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,7/6/20 14:07,disgust,0
65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,9/6/20 13:50,disgust,0
65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,10/15/20 4:56,disgust,0
433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,disgust,1/20/21 20:27,disgust,0
433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,disgust,4/14/21 3:34,disgust,0
1000371f-7758-4c44-a1bc-41fd836b0bcb,audio,studying,disgust,1/23/21 20:42,disgust,0
5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,video,studying,disgust,7/6/20 15:48,disgust,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,9/24/20 20:48,disgust,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,9/1/20 8:27,disgust,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,2/2/21 11:04,disgust,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,audio,technology,disgust,5/6/21 16:55,disgust,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,audio,technology,disgust,4/5/21 15:27,disgust,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,GIF,education,disgust,2/3/21 17:39,disgust,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,GIF,education,disgust,7/24/20 9:08,disgust,0
391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,disgust,5/24/21 9:55,disgust,0
391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,disgust,4/29/21 20:20,disgust,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,12/25/20 6:35,disgust,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,12/12/20 11:40,disgust,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,7/15/20 12:39,disgust,0
c7066a17-2e12-49d2-bb9e-c8967051f490,GIF,public speaking,disgust,2/16/21 15:42,disgust,0
c7066a17-2e12-49d2-bb9e-c8967051f490,GIF,public speaking,disgust,9/3/20 8:25,disgust,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,photo,animals,disgust,1/21/21 16:00,disgust,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,photo,animals,disgust,2/25/21 22:40,disgust,0
c6cbd704-9d4a-4ace-b61e-e5df74ee83af,photo,education,disgust,4/5/21 5:18,disgust,0
eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,GIF,soccer,disgust,8/21/20 17:43,disgust,0
b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,11/4/20 1:35,disgust,0
b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,5/23/21 19:58,disgust,0
b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,6/20/20 11:04,disgust,0
b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,7/20/20 16:21,disgust,0
1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,1/24/21 3:47,disgust,0
1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,3/12/21 4:13,disgust,0
1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,5/4/21 7:33,disgust,0
1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,11/26/20 18:34,disgust,0
61e6650c-5068-4575-9aee-4217ef3dbdb1,GIF,tennis,disgust,9/4/20 9:40,disgust,0
3a7f83a0-b9f9-44c1-a15d-656c4095e732,GIF,soccer,disgust,10/15/20 10:31,disgust,0
2b6921de-e7f2-4e30-8feb-36bd41becaf0,audio,travel,disgust,5/6/21 3:02,disgust,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,video,veganism,disgust,7/4/20 16:40,disgust,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,video,veganism,disgust,7/21/20 2:54,disgust,0
d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,10/2/20 15:49,disgust,0
d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,3/23/21 1:45,disgust,0
d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,4/23/21 13:53,disgust,0
d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,6/12/21 14:04,disgust,0
d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,1/9/21 13:42,disgust,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,audio,tennis,disgust,1/8/21 20:20,disgust,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,audio,tennis,disgust,4/13/21 5:12,disgust,0
2c511a63-5eb5-422f-8483-c9fcf9a29b55,GIF,technology,disgust,9/7/20 18:59,disgust,0
edc4a60a-b5ba-4178-b99e-9d34ed92599c,audio,technology,disgust,7/8/20 13:41,disgust,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,12/26/20 8:14,disgust,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,11/14/20 0:40,disgust,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,5/25/21 15:23,disgust,0
e51b00b8-49d4-4909-9f25-8e9a06e28728,video,soccer,disgust,4/28/21 23:43,disgust,0
e51b00b8-49d4-4909-9f25-8e9a06e28728,video,soccer,disgust,9/3/20 5:09,disgust,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,10/16/20 8:30,disgust,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,5/10/21 15:05,disgust,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,1/13/21 19:15,disgust,0
f1038e6c-5292-4e20-a866-675e1637d6b5,GIF,soccer,disgust,6/20/20 6:53,disgust,0
f1038e6c-5292-4e20-a866-675e1637d6b5,GIF,soccer,disgust,1/20/21 5:01,disgust,0
08cc29f3-a22d-4652-8f27-ff9e0a826289,photo,technology,disgust,11/1/20 6:30,disgust,0
a784c1dd-e2ab-408d-a0c3-226a51d420e1,audio,technology,disgust,9/16/20 15:06,disgust,0
3a106d1f-3942-49d4-9358-417f33d760c6,photo,fitness,disgust,5/5/21 13:03,disgust,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,audio,soccer,disgust,7/12/20 11:17,disgust,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,audio,soccer,disgust,12/12/20 3:19,disgust,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,audio,soccer,disgust,3/7/21 3:51,disgust,0
de95cdb1-a85a-40de-8467-892e2d1481af,video,education,disgust,1/25/21 12:39,disgust,0
6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,4/9/21 0:41,disgust,0
6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,11/17/20 7:00,disgust,0
6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,8/4/20 23:23,disgust,0
6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,7/22/20 7:50,disgust,0
8490c29c-177f-4c21-9d37-d509f9287f30,GIF,tennis,disgust,5/26/21 7:47,disgust,0
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,video,science,disgust,4/20/21 11:09,disgust,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,photo,animals,disgust,7/7/20 16:46,disgust,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,photo,animals,disgust,2/13/21 0:27,disgust,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,photo,animals,disgust,4/3/21 22:22,disgust,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,photo,animals,disgust,9/28/20 9:23,disgust,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,photo,animals,disgust,9/22/20 14:42,disgust,0
7c2e209e-acea-4246-a32d-636e2f2cc2c1,video,dogs,disgust,3/23/21 9:39,disgust,0
2eb7feec-26a4-4949-8470-3e66c16536e9,video,tennis,disgust,8/26/20 14:32,disgust,0
f783f128-6f66-4ef3-a190-5afc29d17012,GIF,tennis,disgust,5/2/21 6:03,disgust,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,video,cooking,disgust,2/24/21 18:21,disgust,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,video,cooking,disgust,7/4/20 5:59,disgust,0
6e418568-a2b9-4d08-b241-06362c96a7f1,video,food,disgust,2/2/21 7:51,disgust,0
